,2015-8-24,http://www.apinpai.com/,我;张国荣;80;励志,  273,1447.1700
1220,2015-5-13,http://www.wanxn.com/,来来回回;陈楚生&spy.c;90;伤感,46.0,1557.53
1221,2015-12-15,http://www.movie.com/bor/,《分手再说我爱你》;2015.12.24;2016.1.17;爱奇艺影业（北京）有限公司、太阳娱乐文化有限公司、无限动力实业有限公司;叶念琛;方力申，邓丽欣;爱情、剧情;票房（万）1273.2 ;6.5 ;,,
1222,2015-12-19,http://www.movie.com/bor/,《一念天堂》;2015.12.31;2016.2.13;天河盛宴，凯德盛世（北京）投资管理有限公司，和云筹(北京)网络科技有限公司;张承;沈腾，马丽，林雪，杜晓宇，王子子，李元鹏;喜剧;票房（万）8279.5 ;5.2 ;,,
1223,2015-6-5,http://www.99inf.com/,爱让世界更美;童安格;90;励志,288.0,1156.88
1224,2015-12-21,http://www.movie.com/bor/,《既然青春留不住》;2015.10.23;2015.11.22;杭州和润影视有限公司;田蒙;张翰，陈乔恩，王啸坤，施予斐，贾盛强，廖娟;喜剧、爱情;票房（万）5020.3 ;4.5 ;,,
1225,2015-4-24,http://info.tianya.cn,小兔子乖乖;小蓓蕾组合;90;儿歌,77.0,1142.39
1226,2015-7-26,http://www.wanxn.com/,给所有知道我名字的人;赵传;80;励志,8.0,242.12
1227,2015-8-28,http://bj.qu114.com/,匿名的好友;杨丞琳;90;伤感,251.0,679.29
1228,2015-6-17,http://www.waaku.com/,my way;张敬轩;90;励志,105.0,1021.77
1229,2015-3-26,http://www.waaku.com/,让我们荡起双桨;小蓓蕾组合;90;儿歌,196.0,671.32
1230,2015-8-4,http://www.010y.com/,firework;katy perry;90;励志,21.0,575.58
1231,2015-3-28,http://info.tianya.cn,拔萝卜;小蓓蕾组合;90;儿歌,232.0,1079.38
1232,2015-6-24,http://www.wanxn.com/,壮志雄心;李克勤;90;励志,268.0,331.52
1233,2015-6-3,http://www.favolist.com/,壮志雄心;李克勤;90;励志,59.0,931.7
1234,2015-3-22,http://www.denghuo.com/,无悔这一生;beyond;80;励志,126.0,1498.52
1235,2015-8-25,http://beijing.faxinxi.cn/,太阳星辰;张学友;80;励志,140.0,1968.5
1236,2015-6-19,http://www.wuhan58.com/index.php,像我一样骄傲;赵传;80;励志,188.0,791.56
1237,2015-7-31,http://www.qudee.com/,加油;林俊杰/mc hotdog;90;励志,111.0,842.19
1238,2015-5-29,http://www.qudee.com/,让我们荡起双桨;小蓓蕾组合;90;儿歌,71.0,1501.37
1239,2015-4-4,http://info.tianya.cn,空壳;陈慧敏;90;伤感,210.0,1524.22
1240,2015-12-27,http://www.movie.com/bor/,《简单爱》;2015.7.3;2015.7.19;中视合利（北京）文化投资有限公司一鸣影业公司（美国）;崔龄燕;许绍洋，张琳，谢雨芩，石铭熙;都市浪漫爱情喜剧;票房（万）21.7 ;,,
1241,2015-4-24,http://www.qiyi123.com/,my way;张敬轩;90;励志,89.0,1414.34
1242,2015-6-23,http://bj.qu114.com/,加油;林俊杰/mc hotdog;90;励志,129.0,619.15
1243,2015-3-13,http://info.tianya.cn,让我们荡起双桨;小蓓蕾组合;90;儿歌,25.0,416.25
1244,2015-6-5,http://www.99inf.com/,无悔这一生;beyond;80;励志,258.0,500.46
1245,2015-7-5,http://www.denghuo.com/,来来回回;陈楚生&spy.c;90;伤感,94.0,674.09
1246,2015-6-24,http://www.yifawang.cn/,同道中人;张国荣;80;励志,227.0,1838.88
1247,2015-6-21,http://www.mouxiao.com/,壮志雄心;李克勤;90;励志,96.0,1326.87
1248,2015-12-27,http://www.movie.com/bor/,《既然青春留不住》;2015.10.23;2015.11.22;杭州和润影视有限公司;田蒙;张翰，陈乔恩，王啸坤，施予斐，贾盛强，廖娟;喜剧、爱情;票房（万）5020.3 ;4.5 ;,,
1249,2015-5-7,http://www.mouxiao.com/,数鸭子;少儿歌曲;90;儿歌,74.0,1433.36
1250,2015-8-26,http://www.mouxiao.com/,我;张国荣;80;励志,61.0,581.84
1251,2015-3-1,http://www.qiyi123.com/,永远不要说放弃;童安格;80;励志,256.0,565.08
1252,2015-12-18,http://www.movie.com/bor/,《万物生长》;2015.4.17;2015.5.24;北京劳雷影业、杭州果麦文化传媒、北京联瑞影业;李玉;范冰冰，韩庚，沙溢，吴莫愁，杨迪，齐溪，张博宇，沈婷婷，李梦，雷恪生，吕行;爱情、剧情、校园、喜剧;票房（万）14831.8 ;5.8 ;,,
1253,2015-4-26,http://www.jieu.com/,逃脱;李玟;90;伤感,20.0,641.72
1254,2015-12-8,http://www.movie.com/bor/,《爱之初体验》;2015.8.7;2015.8.23;上海锦瑟天下影视有限公司;海涛;张超，李晓峰，张瑶，吴大维，屈菁菁，刘雅瑟，乔曦;喜剧/爱情;票房（万）321.7 ;4.7 ;,,
1255,2015-6-20,http://www.qiyi123.com/,无悔这一生;beyond;80;励志,24.0,1312.65
1256,2015-6-16,http://www.wanxn.com/,忘记拥抱;a-lin;80;伤感,86.0,725.31
1257,2015-4-19,http://bj.454.cn/,拔萝卜;小蓓蕾组合;90;儿歌,270.0,369.85
1258,2015-4-20,http://www.yifawang.cn/,拔萝卜;小蓓蕾组合;90;儿歌,240.0,1093.97
1259,2015-12-2,http://www.movie.com/dor/,《失孤》;2015.3.20;2015.5.3;华谊兄弟传媒集团、源合圣影视、映艺娱乐;彭三源;刘德华，井柏然，梁家辉，吴君如;剧情、社会;票房（万）21617.9 ;6.4 ;,,
1260,2015-12-17,http://www.movie.com/bor/12386／,《冲上云霄》;2015.2.19;2015.3.29;寰亚电影制作有限公司;叶伟信，邹凯光;古天乐，郑秀文，吴镇宇，张智霖，佘诗曼，郭采洁;剧情，爱情;票房（万）15631.3 ;4.4 ;,,
1261,2015-7-4,http://www.qiyi123.com/,采蘑菇的小姑娘;小蓓蕾组合;90;儿歌,204.0,316.88
1262,2015-8-14,http://info.tianya.cn,屋顶;温岚;80;励志,111.0,1627.7
1263,2015-6-26,http://www.99inf.com/,爱让世界更美;童安格;90;励志,97.0,622.49
1264,2015-3-12,http://www.qudee.com/,让我们荡起双桨;小蓓蕾组合;90;儿歌,264.0,1421.14
1265,2015-3-22,http://www.jieu.com/,像我一样骄傲;赵传;80;励志,194.0,1748.07
1266,2015-12-7,http://www.movie.com/bor/12386／,《破风》;2015.8.7;2015.9.13;恒大影视文化有限公司;林超贤;彭于晏，窦骁，崔始源，王珞丹，陈家乐，欧阳娜娜，连凯;剧情、运动、爱情;票房（万）14529.1 ;7.2 ;,,
1267,2015-8-16,http://bj.qu114.com/,来来回回;陈楚生&spy.c;90;伤感,225.0,1030.24
1268,2015-6-15,http://www.99inf.com/,星;邓丽君;80;励志,225.0,1555.12
1269,2015-3-22,http://www.denghuo.com/,给所有知道我名字的人;赵传;80;励志,171.0,794.87
1270,2015-5-24,http://www.favolist.com/,像我一样骄傲;赵传;80;励志,252.0,1495.26
1271,2015-7-30,http://www.apinpai.com/,爱让世界更美;童安格;90;励志,268.0,989.53
1272,2015-6-2,http://www.denghuo.com/,数鸭子;少儿歌曲;90;儿歌,280.0,334.69
1273,2015-8-27,http://www.qiyi123.com/,firework;katy perry;90;励志,153.0,1383.03
1274,2015-5-4,http://www.wuhan58.com/index.php,story of my life;bon jovi;90;励志,152.0,1515.48
1275,2015-3-28,http://www.waaku.com/,壮志雄心;李克勤;90;励志,184.0,1914.91
1276,2015-12-10,http://www.movie.com/bor/,《将错就错》;2015.3.5;2015.3.29;中国电影股份有限公司等;王宁;小沈阳，田亮，陈小春，熊黛林;爱情、喜剧;票房（万）3937.4 ;3.8 ;,,
1277,2015-5-13,http://beijing.faxinxi.cn/,同道中人;张国荣;80;励志,206.0,1349.57
1278,2015-8-19,http://www.ezxun.com/,无悔这一生;beyond;80;励志,125.0,1237.93
1279,2015-7-22,http://www.ezxun.com/,拔萝卜;小蓓蕾组合;90;儿歌,284.0,766.45
1280,2015-6-30,http://info.tianya.cn,采蘑菇的小姑娘;小蓓蕾组合;90;儿歌,90.0,728.37
1281,2015-6-26,http://bj.454.cn/,路...一直都在;陈奕迅;90;励志,189.0,308.68
1282,2015-12-29,http://www.movie.com/bor/12386／,《分手再说我爱你》;2015.12.24;2016.1.17;爱奇艺影业（北京）有限公司、太阳娱乐文化有限公司、无限动力实业有限公司;叶念琛;方力申，邓丽欣;爱情、剧情;票房（万）1273.2 ;6.5 ;,,
1283,2015-4-17,http://www.qiyi123.com/,给所有知道我名字的人;赵传;80;励志,84.0,1854.92
1284,2015-12-4,http://www.movie.com/dor/,《破风》;2015.8.7;2015.9.13;恒大影视文化有限公司;林超贤;彭于晏，窦骁，崔始源，王珞丹，陈家乐，欧阳娜娜，连凯;剧情、运动、爱情;票房（万）14529.1 ;7.2 ;,,
1285,2015-12-26,http://www.movie.com/bor/12386／,《怦然星动》;2015.12.3;2016.1.10;欢瑞世纪，嘉行传媒，青春光线;陈国辉;杨幂，李易峰，陈数，王耀庆，迪丽热巴，张云龙;都市，爱情，喜剧;票房（万）15973.9 ;4.3 ;,,
1286,2015-3-28,http://www.ezxun.com/,让我们荡起双桨;小蓓蕾组合;90;儿歌,168.0,789.65
1287,2015-5-9,http://www.favolist.com/,无悔这一生;beyond;80;励志,65.0,1672.79
1288,2015-7-23,http://www.wanxn.com/,我心是海洋;蔡琴;80;励志,35.0,966.92
1289,2015-7-21,http://www.apinpai.com/,让我们荡起双桨;小蓓蕾组合;90;儿歌,70.0,1591.56
1290,2015-6-2,http://www.waaku.com/,壮志雄心;李克勤;90;励志,246.0,1185.64
1291,2015-7-31,http://www.qudee.com/,爱让世界更美;童安格;90;励志,190.0,163.84
1292,2015-6-28,http://www.waaku.com/,my way;张敬轩;90;励志,181.0,863.43
1293,2015-6-10,http://www.alifenfen.com/,永远不要说放弃;童安格;80;励志,60.0,1426.45
1294,2015-5-12,http://beijing.faxinxi.cn/,我心是海洋;蔡琴;80;励志,55.0,367.78
1295,2015-8-3,http://www.denghuo.com/,像我一样骄傲;赵传;80;励志,114.0,1530.62
1296,2015-7-1,http://www.ezxun.com/,最冷一天;陈奕迅;90;伤感,107.0,1833.14
1297,2015-3-21,http://bj.qu114.com/,忘记拥抱;a-lin;80;伤感,129.0,53.28
1298,2015-8-24,http://www.010y.com/,星;邓丽君;80;励志,10.0,153.95
1299,2015-8-17,http://www.jieu.com/,太阳星辰;张学友;80;励志,205.0,312.93
1300,2015-7-6,http://www.denghuo.com/,无悔这一生;beyond;80;励志,166.0,1856.93
1301,2015-8-7,http://bj.454.cn/,拔萝卜;小蓓蕾组合;90;儿歌,71.0,1877.75
1302,2015-5-8,http://www.apinpai.com/,给所有知道我名字的人;赵传;80;励志,113.0,992.09
1303,2015-5-16,http://bj.454.cn/,逃脱;李玟;90;伤感,166.0,1177.4
1304,2015-6-23,http://www.wuhan58.com/index.php,一起走过的日子;刘德华;80;伤感,110.0,780.77
1305,2015-7-18,http://bj.454.cn/,像我一样骄傲;赵传;80;励志,130.0,457.17
1306,2015-3-6,http://info.tianya.cn,最冷一天;陈奕迅;90;伤感,144.0,743.55
1307,2015-12-25,http://www.movie.com/dor/,《天将雄师》;2015.2.19;2015.4.6;耀莱文化，华谊兄弟，上海电影集团;李仁港;成龙，约翰·库萨克，阿德里安·布劳迪，崔始源 ，林鹏，王若心，筷子兄弟，西蒙子，冯绍峰，朱佳煜;动作，古装，剧情，历史;票房（万）74430.2 ;,,
1308,2015-5-4,http://www.ezxun.com/,firework;katy perry;90;励志,40.0,1810.95
1309,2015-12-26,http://www.movie.com/bor/12386／,《分手再说我爱你》;2015.12.24;2016.1.17;爱奇艺影业（北京）有限公司、太阳娱乐文化有限公司、无限动力实业有限公司;叶念琛;方力申，邓丽欣;爱情、剧情;票房（万）1273.2 ;6.5 ;,,
1310,2015-7-8,http://www.waaku.com/,忘记拥抱;a-lin;80;伤感,225.0,1742.45
1311,2015-5-8,http://www.ezxun.com/,数鸭子;少儿歌曲;90;儿歌,216.0,149.62
1312,2015-3-2,http://www.waaku.com/,壮志雄心;李克勤;90;励志,129.0,636.96
1313,2015-3-28,http://www.apinpai.com/,我心是海洋;蔡琴;80;励志,106.0,476.31
1314,2015-4-2,http://www.favolist.com/,忘记拥抱;a-lin;80;伤感,81.0,1690.49
1315,2015-8-29,http://www.qudee.com/,空壳;陈慧敏;90;伤感,22.0,870.41
1316,2015-3-5,http://www.010y.com/,屋顶;温岚;80;励志,157.0,634.12
1317,2015-8-1,http://www.alifenfen.com/,屋顶;温岚;80;励志,129.0,1181.83
1318,2015-12-28,http://www.movie.com/dor/,《爱之初体验》;2015.8.7;2015.8.23;上海锦瑟天下影视有限公司;海涛;张超，李晓峰，张瑶，吴大维，屈菁菁，刘雅瑟，乔曦;喜剧/爱情;票房（万）321.7 ;4.7 ;,,
1319,2015-5-26,http://beijing.hand2hand.cn/,一起走过的日子;刘德华;80;伤感,72.0,560.77
1320,2015-8-26,http://www.qudee.com/,忘记拥抱;a-lin;80;伤感,199.0,1895.9
1321,2015-3-9,http://www.wanxn.com/,采蘑菇的小姑娘;小蓓蕾组合;90;儿歌,70.0,214.91
1322,2015-7-29,http://www.yifawang.cn/,爱让世界更美;童安格;90;励志,171.0,1434.9
1323,2015-7-24,http://www.wuhan58.com/index.php,壮志雄心;李克勤;90;励志,112.0,627.32
1324,2015-8-28,http://bj.qu114.com/,星;邓丽君;80;励志,160.0,745.91
1325,2015-3-28,http://www.ezxun.com/,像我一样骄傲;赵传;80;励志,178.0,1988.4
1326,2015-5-7,http://beijing.hand2hand.cn/,像我一样骄傲;赵传;80;励志,106.0,226.9
1327,2015-3-5,http://beijing.hand2hand.cn/,story of my life;bon jovi;90;励志,101.0,488.65
1328,2015-6-2,http://www.ezxun.com/,路...一直都在;陈奕迅;90;励志,207.0,1199.15
1329,2015-6-17,http://www.denghuo.com/,太阳星辰;张学友;80;励志,59.0,899.48
1330,2015-7-16,http://info.tianya.cn,my way;张敬轩;90;励志,227.0,1895.73
1331,2015-12-7,http://www.movie.com/bor/12386／,《简单爱》;2015.7.3;2015.7.19;中视合利（北京）文化投资有限公司一鸣影业公司（美国）;崔龄燕;许绍洋，张琳，谢雨芩，石铭熙;都市浪漫爱情喜剧;票房（万）21.7 ;,,
1332,2015-5-12,http://www.yifawang.cn/,太阳星辰;张学友;80;励志,57.0,138.86
1333,2015-12-15,http://www.movie.com/bor/,《紫霞》;2015.12.11;2015.12.27;映代码公司;苗述;徐洁儿，袁晓超，刘承俊，洪天照，刘永健，谭赫，肖红，金晶，谢沅江;爱情，奇幻;票房（万）49.1 ;2.4 ;,,
1334,2015-12-20,http://www.movie.com/bor/,《全能_爸》;2015.3.5;2015.3.22;河南弘星、北京弘星、杭州寰耀;董春泽;罗京民，孙波，于非，马燕，赵丽，卢思佚，米明杰，贾志;亲情励志喜剧;票房（万）83.0 ;,,
1335,2015-6-8,http://beijing.faxinxi.cn/,感恩的心;欧阳菲菲;90;励志,204.0,1710.98
1336,2015-3-25,http://www.apinpai.com/,逃脱;李玟;90;伤感,28.0,1470.24
1337,2015-4-11,http://www.denghuo.com/,屋顶;温岚;80;励志,188.0,1535.8
1338,2015-12-5,http://www.movie.com/bor/,《前任2：备胎反击战》;2015.11.6;2015.12.20;华谊兄弟传媒股份有限公司、新圣堂影业;田羽生;郑恺，郭采洁，张艺兴，王传君;爱情，喜剧;票房（万）25200.2 ;5.0 ;,,
1339,2015-4-21,http://www.waaku.com/,加油;林俊杰/mc hotdog;90;励志,41.0,656.82
1340,2015-4-13,http://www.denghuo.com/,一起走过的日子;刘德华;80;伤感,27.0,846.22
1341,2015-5-10,http://www.favolist.com/,光辉岁月;beyond;80;励志,32.0,1198.96
1342,2015-12-12,http://www.movie.com/bor/,《一念天堂》;2015.12.31;2016.2.13;天河盛宴，凯德盛世（北京）投资管理有限公司，和云筹(北京)网络科技有限公司;张承;沈腾，马丽，林雪，杜晓宇，王子子，李元鹏;喜剧;票房（万）8279.5 ;5.2 ;,,
1343,2015-12-3,http://www.movie.com/bor/,《将错就错》;2015.3.5;2015.3.29;中国电影股份有限公司等;王宁;小沈阳，田亮，陈小春，熊黛林;爱情、喜剧;票房（万）3937.4 ;3.8 ;,,
1344,2015-7-20,http://www.apinpai.com/,我;张国荣;80;励志,208.0,223.41
1345,2015-7-21,http://www.qudee.com/,壮志雄心;李克勤;90;励志,144.0,1130.84
1346,2015-4-14,http://www.alifenfen.com/,太阳星辰;张学友;80;励志,211.0,887.35
1347,2015-6-25,http://www.favolist.com/,加油;林俊杰/mc hotdog;90;励志,29.0,1628.87
1348,2015-8-25,http://www.apinpai.com/,从头再来;刘欢;90;励志,195.0,1333.2
1349,2015-3-17,http://www.denghuo.com/,爱让世界更美;童安格;90;励志,16.0,1423.09
1350,2015-12-25,http://www.movie.com/dor/,《少年班》;2015.6.19;2015.7.19;工夫影业；华谊兄弟;肖洋;孙红雷，周冬雨，董子健，王栎鑫，李佳奇，夏天，王森;青春、校园、喜剧;票房（万）5068.7 ;5.7 ;,,
1351,2015-12-13,http://www.movie.com/bor/12386／,《浪漫天降》;2015.10.23;2015.11.8;;宁瀛;夏雨，关晓彤，邱泽;浪漫，爱情，喜剧;票房（万）785.2 ;4.1 ;,,
1352,2015-6-18,http://www.99inf.com/,借我;谢春花;90;伤感,192.0,546.9
1353,2015-5-13,http://www.jieu.com/,借我;谢春花;90;伤感,53.0,1963.76
1354,2015-7-8,http://www.favolist.com/,小兔子乖乖;小蓓蕾组合;90;儿歌,255.0,583.51
1355,2015-8-6,http://beijing.hand2hand.cn/,一起走过的日子;刘德华;80;伤感,67.0,1339.43
1356,2015-6-4,http://www.010y.com/,空壳;陈慧敏;90;伤感,289.0,438.51
1357,2015-8-14,http://www.qudee.com/,空壳;陈慧敏;90;伤感,174.0,1500.7
1358,2015-8-29,http://beijing.faxinxi.cn/,从头再来;刘欢;90;励志,129.0,525.28
1359,2015-12-10,http://www.movie.com/dor/,《将错就错》;2015.3.5;2015.3.29;中国电影股份有限公司等;王宁;小沈阳，田亮，陈小春，熊黛林;爱情、喜剧;票房（万）3937.4 ;3.8 ;,,
1360,2015-6-22,http://www.qudee.com/,逃脱;李玟;90;伤感,228.0,1099.51
1361,2015-5-20,http://www.favolist.com/,像我一样骄傲;赵传;80;励志,97.0,1102.59
1362,2015-8-9,http://www.favolist.com/,my way;张敬轩;90;励志,20.0,1328.09
1363,2015-8-21,http://www.favolist.com/,the climb;miley cyrus;80;励志,64.0,595.47
1364,2015-5-31,http://beijing.faxinxi.cn/,同道中人;张国荣;80;励志,225.0,1992.6
1365,2015-6-15,http://bj.qu114.com/,采蘑菇的小姑娘;小蓓蕾组合;90;儿歌,114.0,1412.23
1366,2015-3-1,http://www.yifawang.cn/,光辉岁月;beyond;80;励志,148.0,1381.74
1367,2015-7-14,http://www.qudee.com/,太阳星辰;张学友;80;励志,227.0,66.71
1368,2015-6-30,http://www.alifenfen.com/,永远不要说放弃;童安格;80;励志,35.0,386.68
1369,2015-4-12,http://www.wuhan58.com/index.php,同道中人;张国荣;80;励志,232.0,576.08
1370,2015-6-18,http://bj.454.cn/,忘记拥抱;a-lin;80;伤感,41.0,704.1
1371,2015-12-2,http://www.movie.com/bor/,《坏蛋必须死》;2015.11.27;2015.12.20;北京新力量、华谊兄弟、南京大道行知;孙皓;陈柏霖，孙艺珍，乔振宇，申贤俊，张光，杨旭文，丁文博，朴哲民;喜剧，悬疑，旅行，爱情;票房（万）4705.4 ;6.0 ;,,
1372,2015-7-15,http://www.99inf.com/,我心是海洋;蔡琴;80;励志,157.0,1384.67
1373,2015-5-15,http://www.favolist.com/,匿名的好友;杨丞琳;90;伤感,234.0,1044.16
1374,2015-3-10,http://www.010y.com/,来来回回;陈楚生&spy.c;90;伤感,97.0,1610.42
1375,2015-5-10,http://www.010y.com/,感恩的心;欧阳菲菲;90;励志,161.0,1241.62
1376,2015-12-19,http://www.movie.com/bor/,《全能_爸》;2015.3.5;2015.3.22;河南弘星、北京弘星、杭州寰耀;董春泽;罗京民，孙波，于非，马燕，赵丽，卢思佚，米明杰，贾志;亲情励志喜剧;票房（万）83.0 ;,,
1377,2015-4-28,http://beijing.hand2hand.cn/,给所有知道我名字的人;赵传;80;励志,113.0,937.4
1378,2015-7-18,http://bj.qu114.com/,从头再来;刘欢;90;励志,54.0,260.07
1379,2015-6-20,http://beijing.faxinxi.cn/,借我;谢春花;90;伤感,234.0,1133.67
1380,2015-5-7,http://www.qiyi123.com/,忘记拥抱;a-lin;80;伤感,104.0,1450.19
1381,2015-5-17,http://beijing.hand2hand.cn/,同道中人;张国荣;80;励志,177.0,527.71
1382,2015-4-21,http://beijing.faxinxi.cn/,最冷一天;陈奕迅;90;伤感,171.0,1009.83
1383,2015-8-12,http://bj.qu114.com/,永远不要说放弃;童安格;80;励志,19.0,1551.46
1384,2015-4-2,http://www.ezxun.com/,逃脱;李玟;90;伤感,135.0,1315.94
1385,2015-6-24,http://www.wuhan58.com/index.php,加油;林俊杰/mc hotdog;90;励志,117.0,1663.44
1386,2015-8-12,http://info.tianya.cn,最冷一天;陈奕迅;90;伤感,167.0,291.41
1387,2015-6-23,http://www.wuhan58.com/index.php,我心是海洋;蔡琴;80;励志,129.0,1006.9
1388,2015-7-20,http://www.ezxun.com/,空壳;陈慧敏;90;伤感,128.0,1481.91
1389,2015-7-31,http://beijing.faxinxi.cn/,同道中人;张国荣;80;励志,87.0,927.3
1390,2015-4-20,http://www.denghuo.com/,忘记拥抱;a-lin;80;伤感,31.0,684.56
1391,2015-4-2,http://www.yifawang.cn/,路...一直都在;陈奕迅;90;励志,47.0,1419.74
1392,2015-4-15,http://www.wuhan58.com/index.php,像我一样骄傲;赵传;80;励志,124.0,1434.67
1393,2015-5-16,http://www.favolist.com/,最冷一天;陈奕迅;90;伤感,103.0,1020.5
